trade_date,q1,q5,spread
2024-10-31,0.012681775243561656,0.11377227752904674,0.10109050228548508
2024-11-29,-0.07438821946543628,-0.06695674868109593,0.007431470784340352
2024-12-31,-0.01105864880476109,0.00048051099910386417,0.011539159803864954
2025-01-27,0.11173470894162527,0.06661203601368869,-0.04512267292793658
2025-02-28,-0.03969204815613696,0.024934707859277875,0.06462675601541483
2025-03-31,-0.0308663528104403,0.014407922800123174,0.04527427561056348
2025-04-30,0.035251092137052166,0.08466133043862371,0.04941023830157155
2025-05-30,0.06643537785706533,0.05121461760966639,-0.015220760247398935
2025-06-30,0.04508198255618849,0.06037956913654427,0.01529758658035578
2025-07-31,0.1015407839298309,0.04813169778837308,-0.05340908614145782
2025-08-29,0.010823646279595452,-0.005597866387560599,-0.016421512667156052
2025-09-30,-0.015542235891869005,0.04741526808714387,0.06295750397901288
2025-10-31,-0.012441321091816051,-0.010997923996116928,0.001443397095699123
2025-11-28,0.024257803718572776,0.0013656371198911149,-0.022892166598681662
2025-12-31,0.07981524321584901,0.06687474482245988,-0.012940498393389135
2026-01-30,0.047472144379799915,0.020562997311693008,-0.026909147068106907
2026-02-27,-0.1232135434734824,-0.07881838143081889,0.044395162042663514
2026-03-31,0.10549030196151557,0.06493465021024077,-0.040555651751274804
2026-04-30,0.044712841716675125,-0.06289801040288284,-0.10761085211955797
2026-05-29,0.10606357652846118,-0.10014568144860288,-0.20620925797706408
2026-06-30,-0.3173209999780568,0.032916178490435495,0.3502371784684923
